scheme_name,scheme_link,state,category,description
Sardar Patel Awas Yojana,https://www.myscheme.gov.in/schemes/spay,Gujarat,Housing & Shelter,Sardar Patel Awas Yojana (SPAY) is a housing scheme launched by the government of Gujarat in India to provide affordable housing to economically weaker sections (EWS) and low-income groups (LIG) of society.
Mukhyamantri Kisan Sahay Yojana,https://www.myscheme.gov.in/schemes/mksy,Gujarat,"Agriculture,Rural & Environment","The scheme was launched on September 6, 2019, to provide relief and support to farmers in case of crop damage due to natural calamities and was implemented by the Revenue Department of the Government of Gujarat in collaboration with the Agriculture and Co-operation Department."
Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Tribe Women,https://www.myscheme.gov.in/schemes/ssegu10stw,Gujarat,"Agriculture,Rural & Environment, Business & Entrepreneurship, Women and Child","The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Tribe Women” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State."
Subsidy Scheme On Establishment Of 40 R.I.R. Birds Unit For Divyang People,https://www.myscheme.gov.in/schemes/sse40rbudp,Gujarat,"Agriculture,Rural & Environment, Business & Entrepreneurship","The scheme “Subsidy Scheme on Establishment of 40 R.I.R. Birds Unit for Divyang People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat to provide employment, nutritious diet and to raise the income of Divyang People of the society of Gujarat State."
Stipend Scheme For Poultry Farming Training For Weaker Section,https://www.myscheme.gov.in/schemes/sspftws,Gujarat,"Agriculture,Rural & Environment, Skills & Employment","The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training."
Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Caste,https://www.myscheme.gov.in/schemes/ssiemafsc,Gujarat,"Agriculture,Rural & Environment","The scheme “Scheme for Subsidy on Interest for Establishment of 1 to 20 Milch Animal Farm for Scheduled Caste” was started by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat."
Total Health Check-up Scheme (GBOCWWB),https://www.myscheme.gov.in/schemes/thcsgbocwwb,Gujarat,Health & Wellness,"This scheme facilitates a complete physical examination of the construction workers, which can diagnose potential illnesses and early treatment can prevent major illnesses. Hence, major illness can be avoided and the construction worker can lead a healthy life."
Hostel Assistance Scheme for Children of Migrant Construction Workers (GBOCWWB),https://www.myscheme.gov.in/schemes/hascmcwgbocwwb,Gujarat,"Housing & Shelter, Social welfare & Empowerment","Under the scheme, hostel facilities for free accommodation and meals shall be provided to the children of migrant construction workers in primary school. The aim of the scheme is to provide primary, secondary, and higher education to the children of migrant construction workers."
Shramik Basera Yojana (GBOCWWB),https://www.myscheme.gov.in/schemes/sbygbocwwb,Gujarat,Housing & Shelter,"Under the scheme, the accommodation facilities will be provided @ ₹5/- per day to registered construction workers in temporary prefabricated housing with basic amenities that can be dismantled."
Housing Subsidy Scheme (GBOCWWB),https://www.myscheme.gov.in/schemes/hssgbocwwb,Gujarat,Housing & Shelter,The main objective of this scheme is to provide financial assistance to construction workers registered with the Gujarat Building and Other Construction Worker’s Welfare Board to build their own houses.
Award to Scheduled Castes Students Who Secured Top Ranks at State and District Level in Standard X & XII (Sahuji Maharaj Assistance),https://www.myscheme.gov.in/schemes/ascswstrsdlsxxiisma,Gujarat,Education & Learning,"Under the scheme, Scheduled Castes Category students who have Secured Top Ranks at State and District Levels in Gujarat in Standard X & XII are given cash prizes. Cash prizes are awarded to the first three students who secure the highest ranks in both Standard X and Standard XII across all streams."
"Coaching Assistance to Scheduled Castes Students for Preparation of Examination Like IIM, NIFT, NLU, CEPT",https://www.myscheme.gov.in/schemes/cascspeinnc,Gujarat,Education & Learning,"Under the scheme, financial assistance is provided to Students of the Scheduled Castes category who are preparing for examinations like IIM, NIFT, NLU, and CEPT."
Dr. P. G. Solanki Scheme for Loan/Assistance to Law Graduates of Scheduled Caste,https://www.myscheme.gov.in/schemes/dpgsslalgsc,Gujarat,"Banking,Financial Services and Insurance","The scheme was launched in year 1973. Under this scheme, law graduates belonging to the Scheduled Caste who intend to start independent legal practice will receive financial assistance for the purchase of business premises/shops."
Coaching Assistance Scheme for Preparation of Recruitment Exams for Scheduled Caste Students,https://www.myscheme.gov.in/schemes/casprescs,Gujarat,Education & Learning,"The scheme provides financial assistance to Students of SC category who are preparing for all State Government and Central Government Recruitment Examinations of Class– 1, 2 & 3 conducted by UPSC/GPSC/State Commission/Bank/LIC/Subordinate Services Selection Board/District Panchayat Selection Board."
Assistance for Power Driven Chaff Cutter Scheme under Scheduled Castes Sub Plan (SC Category),https://www.myscheme.gov.in/schemes/apdccsscspscc,Gujarat,"Agriculture,Rural & Environment","The scheme provides financial assistance to dairy farmers belonging to Scheduled Caste category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green &dry fodder which is economically important for their profitable dairy farming."
Kisan Suryoday Yojana (KSY),https://www.myscheme.gov.in/schemes/ksyg,Gujarat,"Utility & Sanitation, Agriculture,Rural & Environment","""Kisan Suryoday Yojana (KSY)"" is a Gujarat government initiative launched in 2020-2021 to provide daytime electricity for agricultural activities, utilizing solar and non-conventional energy."
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Net SGST reimbursement to Micro, Small and Medium Manufacturing Enterprise (MSMEs):",https://www.myscheme.gov.in/schemes/agmsmecsgst,Gujarat,Business & Entrepreneurship,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports."
Doodh Sanjivani Scheme,https://www.myscheme.gov.in/schemes/dssg,Gujarat,"Health & Wellness, Social welfare & Empowerment",The scheme aims to enhance the nutritional health of children aged 6 months to 6 years and pregnant and lactating mothers by providing fortified flavored milk in Anganwadi centers across 20 districts in the state.
Wire Fencing Around the Farm for Crop Protection,https://www.myscheme.gov.in/schemes/wfafcp,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to protect farmers' crops from damage caused by wild and stray animals by providing financial assistance for wire fencing around farms."
Assistance to Farmers to Purchase Heavy Farm Equipment (Tractor),https://www.myscheme.gov.in/schemes/afphfe,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for purchasing tractors, promoting farm mechanization and increasing farm power availability."
Coconut Development Scheme,https://www.myscheme.gov.in/schemes/cdsg,Gujarat,"Agriculture,Rural & Environment","The ""Coconut Development Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support farmers by providing quality coconut saplings and financial assistance for coconut cultivation."
Foreign Education Scheme,https://www.myscheme.gov.in/schemes/fesg,Gujarat,"Education & Learning, Social welfare & Empowerment","The ""Foreign Education Scheme"" provides financial assistance for non-reserved category students pursuing higher education abroad after Standard 12."
Incentive to Owners of A.I. Born Female Calf through Pure Breeding in Indigenous Cow Across the State,https://www.myscheme.gov.in/schemes/iaifcpb,Gujarat,"Agriculture,Rural & Environment",The scheme aims to support livestock owners in maintaining and increasing the population of indigenous cattle breeds like Gir and Kankrej.
Compensation in Animal Death,https://www.myscheme.gov.in/schemes/ciad,Gujarat,"Agriculture,Rural & Environment, Banking,Financial Services and Insurance","The ""Compensation in Animal Death"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, provides financial assistance to animal breeders who suffer livestock losses due to natural disasters, diseases, or poisoning."
Supply of Fodder Minikit,https://www.myscheme.gov.in/schemes/sofmg,Gujarat,"Agriculture,Rural & Environment","The ""Supply of Fodder Minikit"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to provide improved varieties of fodder seeds to farmers."
"Assistance for Cattleshed, Gaman, Water Tank and Bucket",https://www.myscheme.gov.in/schemes/afcgwtb,Gujarat,"Agriculture,Rural & Environment","The scheme ""Assistance for Cattleshed, Gaman, Water Tank and Bucket"" introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat, aims to support livestock farmers by offering financial assistance for essential infrastructure such as cattle sheds, gaman, water tanks, and buckets."
Subsidy Scheme on Establishment of 25 R.I.R./Kadaknath & 1000 Broiler Bird’s Unit and Stipend for Poultry Farming Training for Scheduled Tribes People of the State,https://www.myscheme.gov.in/schemes/sskpf,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance and training stipends to Scheduled Tribe (ST) individuals in Gujarat for poultry farming."
